id_siswa,nama_siswa,rata_nilai,hadir,sakit,izin,alpha,skor_motivasi,skor_disiplin,status_risiko
1621,Siswa 1621,70,81,4,1,14,71,88,1
1622,Siswa 1622,52,84,7,5,4,50,81,1
1623,Siswa 1623,91,89,4,2,5,72,60,0
1624,Siswa 1624,93,87,8,2,3,48,45,1
1625,Siswa 1625,71,77,4,8,11,65,97,1
1626,Siswa 1626,98,83,4,3,10,56,53,1
1627,Siswa 1627,97,83,3,2,12,59,92,1
1628,Siswa 1628,73,80,7,5,8,43,49,1
1629,Siswa 1629,90,81,2,3,14,89,95,1
1630,Siswa 1630,99,90,2,6,2,49,68,0
1631,Siswa 1631,52,88,0,7,5,87,85,1
1632,Siswa 1632,96,87,2,0,11,91,63,1
1633,Siswa 1633,40,92,7,0,1,46,47,1
1634,Siswa 1634,56,87,5,8,0,67,54,1
1635,Siswa 1635,44,77,6,3,14,59,84,1
1636,Siswa 1636,44,84,4,7,5,74,43,1
1637,Siswa 1637,97,88,2,1,9,71,69,0
1638,Siswa 1638,84,88,5,6,1,74,88,0
1639,Siswa 1639,70,82,2,1,15,62,76,1
1640,Siswa 1640,65,93,3,3,1,42,84,1
1641,Siswa 1641,70,72,7,6,15,67,81,0
1642,Siswa 1642,71,84,0,1,15,88,79,1
1643,Siswa 1643,94,81,8,6,5,90,62,0
1644,Siswa 1644,97,82,4,1,13,73,50,0
1645,Siswa 1645,60,72,7,6,15,69,50,1
1646,Siswa 1646,97,98,0,2,0,62,77,0
1647,Siswa 1647,89,84,0,7,9,40,43,0
1648,Siswa 1648,45,82,7,7,4,45,75,1
1649,Siswa 1649,40,89,6,5,0,95,41,1
1650,Siswa 1650,89,93,0,4,3,65,58,0
1651,Siswa 1651,72,76,7,8,9,59,94,1
1652,Siswa 1652,40,82,4,5,9,67,55,1
1653,Siswa 1653,45,80,1,6,13,61,77,1
1654,Siswa 1654,92,82,5,8,5,56,41,1
1655,Siswa 1655,100,84,8,2,6,51,98,1
1656,Siswa 1656,47,88,2,0,10,82,40,1
1657,Siswa 1657,58,85,7,8,0,65,69,1
1658,Siswa 1658,42,89,3,3,5,56,52,1
1659,Siswa 1659,97,73,8,8,11,82,100,1
1660,Siswa 1660,47,75,8,8,9,40,66,1
1661,Siswa 1661,45,89,7,1,3,44,66,1
1662,Siswa 1662,48,88,0,5,7,55,50,1
1663,Siswa 1663,77,78,4,3,15,46,60,0
1664,Siswa 1664,83,78,6,2,14,72,80,1
1665,Siswa 1665,65,85,8,2,5,99,68,0
1666,Siswa 1666,94,80,6,4,10,44,89,1
1667,Siswa 1667,90,90,7,3,0,48,62,0
1668,Siswa 1668,72,76,6,5,13,43,47,0
1669,Siswa 1669,42,95,2,2,1,63,78,1
1670,Siswa 1670,80,91,2,2,5,50,45,0
1671,Siswa 1671,41,79,2,4,15,46,46,1
1672,Siswa 1672,43,83,0,3,14,84,72,1
1673,Siswa 1673,94,73,4,8,15,41,40,1
1674,Siswa 1674,69,92,0,4,4,77,50,1
1675,Siswa 1675,56,86,3,7,4,69,58,1
1676,Siswa 1676,60,89,0,1,10,54,77,1
1677,Siswa 1677,76,78,8,7,7,57,44,1
1678,Siswa 1678,73,80,4,7,9,99,99,0
1679,Siswa 1679,47,83,1,2,14,42,75,1
1680,Siswa 1680,83,79,5,6,10,65,94,1
1681,Siswa 1681,49,88,2,2,8,42,85,1
1682,Siswa 1682,99,82,4,5,9,41,73,1
1683,Siswa 1683,60,90,6,4,0,85,80,0
1684,Siswa 1684,60,89,0,8,3,46,82,1
1685,Siswa 1685,74,80,4,3,13,66,41,1
1686,Siswa 1686,56,79,3,5,13,47,75,1
1687,Siswa 1687,54,80,5,0,15,82,97,1
1688,Siswa 1688,62,80,7,2,11,85,49,1
1689,Siswa 1689,94,79,7,4,10,63,75,1
1690,Siswa 1690,42,87,2,4,7,99,100,1
1691,Siswa 1691,52,74,6,7,13,68,81,1
1692,Siswa 1692,56,88,6,4,2,51,43,1
1693,Siswa 1693,91,92,1,5,2,62,95,0
1694,Siswa 1694,70,77,8,8,7,48,41,1
1695,Siswa 1695,73,89,2,5,4,61,53,0
1696,Siswa 1696,88,80,7,5,8,78,78,0
1697,Siswa 1697,68,87,7,2,4,80,100,0
1698,Siswa 1698,92,94,4,1,1,55,61,0
1699,Siswa 1699,51,79,5,2,14,91,100,1
1700,Siswa 1700,66,75,6,8,11,64,85,1
1701,Siswa 1701,44,81,5,7,7,46,61,1
1702,Siswa 1702,46,87,1,2,10,62,54,1
1703,Siswa 1703,44,78,2,8,12,87,85,1
1704,Siswa 1704,48,85,8,5,2,44,96,1
1705,Siswa 1705,47,87,8,3,2,86,60,1
1706,Siswa 1706,81,77,4,6,13,41,68,1
1707,Siswa 1707,47,82,7,0,11,61,67,1
1708,Siswa 1708,64,88,1,1,10,95,78,0
1709,Siswa 1709,95,76,7,7,10,40,77,1
1710,Siswa 1710,82,88,1,5,6,84,54,1
1711,Siswa 1711,59,84,5,7,4,76,74,1
1712,Siswa 1712,57,78,4,4,14,94,59,1
1713,Siswa 1713,57,88,5,6,1,77,47,1
1714,Siswa 1714,48,75,7,7,11,58,83,1
1715,Siswa 1715,81,87,3,8,2,64,92,0
1716,Siswa 1716,40,85,8,0,7,44,48,1
1717,Siswa 1717,100,88,7,0,5,49,92,0
1718,Siswa 1718,87,93,1,4,2,70,44,0
1719,Siswa 1719,47,92,6,1,1,64,44,1
1720,Siswa 1720,45,87,6,4,3,94,56,1
1721,Siswa 1721,98,86,4,2,8,91,94,1
1722,Siswa 1722,77,92,0,4,4,97,70,0
1723,Siswa 1723,75,83,2,0,15,54,51,1
1724,Siswa 1724,80,83,6,4,7,44,74,1
1725,Siswa 1725,48,86,4,1,9,56,41,1
1726,Siswa 1726,86,81,8,8,3,93,52,0
1727,Siswa 1727,89,81,7,8,4,61,90,0
1728,Siswa 1728,55,87,2,2,9,96,58,1
1729,Siswa 1729,41,75,6,4,15,57,83,1
1730,Siswa 1730,70,83,3,6,8,74,65,0
1731,Siswa 1731,83,72,5,8,15,66,50,1
1732,Siswa 1732,80,92,0,1,7,61,51,1
1733,Siswa 1733,80,77,8,7,8,73,65,1
1734,Siswa 1734,40,80,2,8,10,60,97,1
1735,Siswa 1735,86,84,6,6,4,51,83,0
1736,Siswa 1736,40,89,7,4,0,77,92,1
1737,Siswa 1737,82,84,1,1,14,59,44,1
1738,Siswa 1738,47,94,1,3,2,53,91,1
1739,Siswa 1739,77,84,4,0,12,63,64,1
1740,Siswa 1740,61,78,7,0,15,58,43,1
1741,Siswa 1741,45,86,8,4,2,80,46,1
1742,Siswa 1742,64,87,3,1,9,54,91,1
1743,Siswa 1743,43,85,2,6,7,59,95,1
1744,Siswa 1744,67,76,6,8,10,90,73,1
1745,Siswa 1745,67,89,0,8,3,45,70,1
1746,Siswa 1746,91,96,1,0,3,94,53,0
1747,Siswa 1747,50,84,4,8,4,40,88,1
1748,Siswa 1748,92,86,1,6,7,73,43,1
1749,Siswa 1749,46,87,3,8,2,80,69,1
1750,Siswa 1750,65,84,0,8,8,75,69,1
1751,Siswa 1751,100,92,3,3,2,64,53,0
1752,Siswa 1752,58,88,1,8,3,59,82,1
1753,Siswa 1753,49,92,0,3,5,92,95,1
1754,Siswa 1754,72,89,3,7,1,67,85,1
1755,Siswa 1755,76,94,5,1,0,99,75,0
1756,Siswa 1756,82,90,6,1,3,52,76,0
1757,Siswa 1757,54,96,2,0,2,49,96,1
1758,Siswa 1758,83,78,7,1,14,88,73,1
1759,Siswa 1759,72,87,3,2,8,75,87,0
1760,Siswa 1760,74,85,0,4,11,64,99,1
1761,Siswa 1761,90,86,2,3,9,77,99,0
1762,Siswa 1762,57,77,3,5,15,98,66,1
1763,Siswa 1763,57,76,8,4,12,56,86,1
1764,Siswa 1764,59,89,2,4,5,100,44,0
1765,Siswa 1765,76,93,3,3,1,56,40,1
1766,Siswa 1766,69,78,6,3,13,41,100,1
1767,Siswa 1767,100,94,0,5,1,66,86,0
1768,Siswa 1768,87,81,1,6,12,93,41,1
1769,Siswa 1769,57,77,6,5,12,76,86,1
1770,Siswa 1770,71,94,2,2,2,45,53,1
1771,Siswa 1771,42,89,7,3,1,54,94,1
1772,Siswa 1772,60,90,2,0,8,62,72,1
1773,Siswa 1773,63,79,2,5,14,88,99,1
1774,Siswa 1774,51,79,5,7,9,97,77,1
1775,Siswa 1775,86,94,5,0,1,86,79,0
1776,Siswa 1776,95,87,6,1,6,74,56,1
1777,Siswa 1777,93,81,2,2,15,87,68,1
1778,Siswa 1778,99,88,6,5,1,63,81,0
1779,Siswa 1779,58,77,6,4,13,82,49,0
1780,Siswa 1780,82,86,4,3,7,79,45,1
1781,Siswa 1781,55,81,3,2,14,80,64,1
1782,Siswa 1782,93,92,2,0,6,72,50,1
1783,Siswa 1783,49,84,0,7,9,48,82,1
1784,Siswa 1784,45,81,7,6,6,92,78,1
1785,Siswa 1785,62,84,5,4,7,85,61,1
1786,Siswa 1786,89,90,5,4,1,75,71,0
1787,Siswa 1787,43,86,7,4,3,58,84,1
1788,Siswa 1788,71,83,6,6,5,89,74,0
1789,Siswa 1789,53,91,2,4,3,62,85,1
1790,Siswa 1790,59,88,2,1,9,57,47,1
1791,Siswa 1791,67,87,6,0,7,78,80,1
1792,Siswa 1792,68,76,4,7,13,52,99,1
1793,Siswa 1793,50,87,3,4,6,67,69,1
1794,Siswa 1794,71,92,8,0,0,70,44,0
1795,Siswa 1795,85,83,5,0,12,63,87,1
1796,Siswa 1796,80,81,3,7,9,96,77,0
1797,Siswa 1797,52,83,0,2,15,94,78,0
1798,Siswa 1798,44,76,2,7,15,45,83,1
1799,Siswa 1799,60,84,8,2,6,100,90,1
1800,Siswa 1800,90,85,8,0,7,52,40,1
1801,Siswa 1801,99,71,6,8,15,45,55,1
1802,Siswa 1802,59,83,7,4,6,50,55,1
1803,Siswa 1803,97,85,5,2,8,84,73,0
1804,Siswa 1804,72,80,8,8,4,73,96,0
1805,Siswa 1805,80,83,6,8,3,47,43,1
1806,Siswa 1806,58,84,6,0,10,45,89,1
1807,Siswa 1807,71,90,7,2,1,73,69,0
1808,Siswa 1808,98,87,3,7,3,75,64,0
1809,Siswa 1809,70,84,8,6,2,64,77,0
1810,Siswa 1810,79,87,2,5,6,44,46,1
1811,Siswa 1811,48,92,0,1,7,79,70,1
1812,Siswa 1812,50,81,1,4,14,81,53,1
1813,Siswa 1813,97,80,4,3,13,96,85,1
1814,Siswa 1814,85,77,8,4,11,94,67,1
1815,Siswa 1815,41,81,5,7,7,51,100,1
1816,Siswa 1816,53,77,5,4,14,97,62,1
1817,Siswa 1817,98,89,2,0,9,71,46,1
1818,Siswa 1818,54,71,8,8,13,75,64,1
1819,Siswa 1819,66,96,0,0,4,52,98,1
1820,Siswa 1820,91,80,4,7,9,66,99,0
1821,Siswa 1821,54,84,1,6,9,63,69,1
1822,Siswa 1822,48,78,6,5,11,70,65,1
1823,Siswa 1823,48,87,1,7,5,67,79,1
1824,Siswa 1824,75,91,2,3,4,89,62,1
1825,Siswa 1825,82,78,8,4,10,92,48,1
1826,Siswa 1826,60,88,1,8,3,77,72,0
1827,Siswa 1827,86,81,6,0,13,91,79,1
1828,Siswa 1828,67,74,5,8,13,44,74,1
1829,Siswa 1829,59,94,0,5,1,61,89,1
1830,Siswa 1830,78,91,8,0,1,56,68,0
1831,Siswa 1831,74,89,3,1,7,93,82,0
1832,Siswa 1832,84,78,7,4,11,58,94,1
1833,Siswa 1833,43,89,5,4,2,80,41,1
1834,Siswa 1834,75,88,5,5,2,50,93,0
1835,Siswa 1835,41,90,5,4,1,65,77,1
1836,Siswa 1836,41,92,3,3,2,45,97,1
1837,Siswa 1837,48,84,4,2,10,47,58,0
1838,Siswa 1838,63,84,2,3,11,68,84,1
1839,Siswa 1839,65,79,4,4,13,42,65,1
1840,Siswa 1840,54,84,0,5,11,52,71,1
1841,Siswa 1841,44,74,6,5,15,51,81,1
1842,Siswa 1842,84,89,8,0,3,50,41,0
1843,Siswa 1843,44,91,0,7,2,81,46,1
1844,Siswa 1844,93,73,8,5,14,55,88,1
1845,Siswa 1845,81,91,0,8,1,93,100,0
1846,Siswa 1846,63,76,6,5,13,78,66,1
1847,Siswa 1847,73,81,1,3,15,85,78,1
1848,Siswa 1848,53,73,7,7,13,52,50,1
1849,Siswa 1849,46,92,4,3,1,89,58,1
1850,Siswa 1850,56,87,2,7,4,94,89,1
1851,Siswa 1851,53,78,5,7,10,98,64,1
1852,Siswa 1852,41,77,5,3,15,81,57,1
1853,Siswa 1853,54,76,8,7,9,66,69,1
1854,Siswa 1854,41,85,0,6,9,61,43,1
1855,Siswa 1855,54,84,6,8,2,93,46,1
1856,Siswa 1856,60,84,1,5,10,59,93,1
1857,Siswa 1857,86,86,0,1,13,84,82,1
1858,Siswa 1858,69,89,3,4,4,94,93,1
1859,Siswa 1859,69,84,4,4,8,91,96,1
1860,Siswa 1860,95,89,5,5,1,69,78,0
1861,Siswa 1861,74,87,1,5,7,62,65,1
1862,Siswa 1862,90,86,7,3,4,92,49,0
1863,Siswa 1863,53,78,7,6,9,79,58,1
1864,Siswa 1864,42,90,0,7,3,79,85,1
1865,Siswa 1865,83,84,6,3,7,78,94,0
1866,Siswa 1866,87,86,5,2,7,100,90,0
1867,Siswa 1867,45,83,6,8,3,79,54,1
1868,Siswa 1868,92,98,2,0,0,98,64,0
1869,Siswa 1869,40,89,0,1,10,85,66,1
1870,Siswa 1870,74,79,7,1,13,48,98,1
1871,Siswa 1871,69,84,7,0,9,81,98,1
1872,Siswa 1872,80,94,1,1,4,90,61,0
1873,Siswa 1873,67,89,5,2,4,87,42,1
1874,Siswa 1874,93,89,0,3,8,64,45,1
1875,Siswa 1875,71,88,3,7,2,92,44,0
1876,Siswa 1876,91,78,2,7,13,99,73,1
1877,Siswa 1877,88,82,4,0,14,86,95,1
1878,Siswa 1878,69,86,0,2,12,68,96,1
1879,Siswa 1879,46,77,6,7,10,98,50,1
1880,Siswa 1880,83,92,7,0,1,93,94,0
1881,Siswa 1881,60,85,6,7,2,46,86,1
1882,Siswa 1882,73,85,6,5,4,69,95,0
1883,Siswa 1883,94,83,4,6,7,94,61,0
1884,Siswa 1884,84,85,2,2,11,53,46,1
1885,Siswa 1885,94,86,2,1,11,55,75,1
1886,Siswa 1886,47,74,7,4,15,96,66,1
1887,Siswa 1887,54,85,6,8,1,90,61,1
1888,Siswa 1888,91,88,3,1,8,72,88,0
1889,Siswa 1889,69,80,3,2,15,75,67,0
1890,Siswa 1890,98,73,4,8,15,87,88,1
1891,Siswa 1891,54,75,5,8,12,86,84,1
1892,Siswa 1892,83,73,8,5,14,42,93,1
1893,Siswa 1893,79,78,8,1,13,93,82,0
1894,Siswa 1894,59,78,7,8,7,82,66,1
1895,Siswa 1895,84,81,5,4,10,53,53,1
1896,Siswa 1896,98,92,4,4,0,69,81,0
1897,Siswa 1897,94,76,8,7,9,79,74,0
1898,Siswa 1898,64,87,4,7,2,41,46,1
1899,Siswa 1899,63,88,2,3,7,69,74,1
1900,Siswa 1900,66,87,1,1,11,64,64,1
1901,Siswa 1901,98,80,2,4,14,71,45,1
1902,Siswa 1902,81,93,0,5,2,73,81,0
1903,Siswa 1903,93,90,8,1,1,71,76,0
1904,Siswa 1904,76,84,5,0,11,75,57,1
1905,Siswa 1905,42,86,5,7,2,42,53,1
1906,Siswa 1906,44,89,0,2,9,40,82,1
1907,Siswa 1907,96,92,3,3,2,85,87,1
1908,Siswa 1908,55,80,7,5,8,46,55,1
1909,Siswa 1909,78,80,1,4,15,54,91,1
1910,Siswa 1910,72,87,4,1,8,44,68,1
1911,Siswa 1911,52,88,1,2,9,43,65,1
1912,Siswa 1912,87,80,0,6,14,94,58,1
1913,Siswa 1913,98,85,3,5,7,43,46,1
1914,Siswa 1914,81,84,7,3,6,53,51,1
1915,Siswa 1915,93,79,4,8,9,61,40,1
1916,Siswa 1916,91,79,7,6,8,46,53,1
1917,Siswa 1917,43,82,3,8,7,41,40,1
1918,Siswa 1918,55,79,2,8,11,81,43,1
1919,Siswa 1919,56,85,3,1,11,79,50,1
1920,Siswa 1920,45,76,4,6,14,86,96,1
1921,Siswa 1921,87,77,8,1,14,76,58,1
1922,Siswa 1922,59,84,4,6,6,59,60,1
1923,Siswa 1923,57,77,7,1,15,77,92,1
1924,Siswa 1924,75,89,2,0,9,100,77,0
1925,Siswa 1925,71,84,0,2,14,55,73,1
1926,Siswa 1926,74,86,7,5,2,71,70,0
1927,Siswa 1927,62,82,0,3,15,85,64,1
1928,Siswa 1928,96,91,3,0,6,89,89,0
1929,Siswa 1929,57,77,2,8,13,70,79,1
1930,Siswa 1930,59,75,6,5,14,66,71,1
1931,Siswa 1931,59,78,2,5,15,96,42,1
1932,Siswa 1932,97,91,2,4,3,45,42,1
1933,Siswa 1933,98,82,4,8,6,91,49,1
1934,Siswa 1934,44,82,7,4,7,49,82,1
1935,Siswa 1935,66,72,5,8,15,79,67,1
1936,Siswa 1936,79,81,4,2,13,40,93,1
1937,Siswa 1937,98,81,6,0,13,42,70,1
1938,Siswa 1938,89,86,5,6,3,66,51,0
1939,Siswa 1939,73,97,3,0,0,68,59,0
1940,Siswa 1940,79,86,6,1,7,63,61,1
1941,Siswa 1941,70,82,3,6,9,51,91,1
1942,Siswa 1942,46,87,2,5,6,53,72,1
1943,Siswa 1943,48,78,2,5,15,85,74,1
1944,Siswa 1944,81,76,7,2,15,82,87,1
1945,Siswa 1945,65,90,3,0,7,66,83,1
1946,Siswa 1946,74,80,8,2,10,89,82,1
1947,Siswa 1947,49,84,8,6,2,76,52,1
1948,Siswa 1948,54,79,4,3,14,93,85,1
1949,Siswa 1949,57,93,7,0,0,73,95,1
1950,Siswa 1950,92,86,5,2,7,98,64,0
1951,Siswa 1951,59,87,3,5,5,62,100,1
1952,Siswa 1952,68,84,3,1,12,64,71,1
1953,Siswa 1953,45,92,4,4,0,100,100,1
1954,Siswa 1954,81,98,1,1,0,98,60,0
1955,Siswa 1955,52,85,2,6,7,61,81,1
1956,Siswa 1956,47,95,1,4,0,86,52,1
1957,Siswa 1957,93,85,7,6,2,51,45,1
1958,Siswa 1958,67,84,4,5,7,72,46,1
1959,Siswa 1959,70,88,0,1,11,78,90,1
1960,Siswa 1960,53,87,2,6,5,87,69,1
1961,Siswa 1961,41,83,3,1,13,42,63,1
1962,Siswa 1962,65,79,3,5,13,87,61,1
1963,Siswa 1963,66,76,8,2,14,64,81,1
1964,Siswa 1964,89,92,3,2,3,54,70,0
1965,Siswa 1965,72,86,7,1,6,62,99,0
1966,Siswa 1966,48,83,0,7,10,99,99,1
1967,Siswa 1967,98,86,3,3,8,67,76,0
1968,Siswa 1968,73,80,8,3,9,42,63,1
1969,Siswa 1969,82,82,7,2,9,72,63,0
1970,Siswa 1970,69,88,4,0,8,66,57,1
1971,Siswa 1971,77,83,2,1,14,82,72,1
1972,Siswa 1972,56,81,4,2,13,49,74,1
1973,Siswa 1973,83,85,2,6,7,86,53,1
1974,Siswa 1974,51,78,5,6,11,82,96,1
1975,Siswa 1975,79,93,5,2,0,62,71,0
1976,Siswa 1976,63,82,5,7,6,71,47,1
1977,Siswa 1977,77,83,2,5,10,53,84,1
1978,Siswa 1978,90,80,8,1,11,41,76,1
1979,Siswa 1979,58,88,2,3,7,94,60,1
1980,Siswa 1980,71,81,7,7,5,100,75,0
1981,Siswa 1981,68,85,0,8,7,43,97,1
1982,Siswa 1982,40,79,7,6,8,75,57,0
1983,Siswa 1983,44,83,6,1,10,62,76,1
1984,Siswa 1984,84,78,3,5,14,40,47,1
1985,Siswa 1985,43,80,6,3,11,70,67,1
1986,Siswa 1986,40,89,1,8,2,71,69,1
1987,Siswa 1987,99,82,7,7,4,44,45,1
1988,Siswa 1988,42,80,4,3,13,100,43,1
1989,Siswa 1989,53,93,5,1,1,91,89,1
1990,Siswa 1990,41,92,0,8,0,59,44,1
1991,Siswa 1991,57,74,6,8,12,71,66,1
1992,Siswa 1992,67,86,7,0,7,70,89,1
1993,Siswa 1993,55,82,7,1,10,71,74,1
1994,Siswa 1994,62,89,3,2,6,60,45,1
1995,Siswa 1995,69,87,1,6,6,89,88,1
1996,Siswa 1996,66,86,2,8,4,61,48,1
1997,Siswa 1997,60,83,7,1,9,68,80,1
1998,Siswa 1998,67,84,7,1,8,75,91,1
1999,Siswa 1999,96,76,8,2,14,72,57,1
2000,Siswa 2000,94,93,3,3,1,98,65,0
2001,Siswa 2001,50,91,5,0,4,58,49,1
2002,Siswa 2002,83,87,7,4,2,48,54,1
2003,Siswa 2003,64,83,5,5,7,64,54,1
2004,Siswa 2004,96,81,5,8,6,100,98,0
2005,Siswa 2005,70,90,5,3,2,84,75,0
2006,Siswa 2006,94,82,1,7,10,83,46,1
2007,Siswa 2007,53,86,2,4,8,65,82,1
2008,Siswa 2008,48,92,0,1,7,65,69,1
2009,Siswa 2009,77,87,6,1,6,75,64,0
2010,Siswa 2010,72,89,1,0,10,88,70,0
2011,Siswa 2011,83,89,4,5,2,85,81,0
2012,Siswa 2012,91,86,3,4,7,66,49,1
2013,Siswa 2013,54,80,1,8,11,63,54,1
2014,Siswa 2014,66,82,0,4,14,83,60,1
2015,Siswa 2015,93,82,8,1,9,76,82,0
2016,Siswa 2016,94,81,4,6,9,95,59,1
2017,Siswa 2017,82,79,8,3,10,70,59,1
2018,Siswa 2018,46,83,0,3,14,76,51,1
2019,Siswa 2019,94,84,6,2,8,85,54,1
2020,Siswa 2020,83,96,2,0,2,94,51,0
2021,Siswa 2021,65,78,5,5,12,63,40,1
2022,Siswa 2022,92,86,2,6,6,81,70,1
2023,Siswa 2023,46,80,7,4,9,63,68,1
2024,Siswa 2024,73,89,2,5,4,85,78,0
2025,Siswa 2025,76,86,2,6,6,72,78,0
2026,Siswa 2026,51,83,3,4,10,62,72,1
2027,Siswa 2027,51,82,8,3,7,43,51,1
2028,Siswa 2028,75,82,1,7,10,79,65,0
2029,Siswa 2029,50,90,2,6,2,41,95,1
2030,Siswa 2030,100,78,6,3,13,55,44,1
2031,Siswa 2031,87,84,8,6,2,92,72,0
2032,Siswa 2032,74,80,1,7,12,56,61,1
2033,Siswa 2033,84,82,1,2,15,44,97,1
2034,Siswa 2034,55,84,3,1,12,66,60,1
2035,Siswa 2035,44,75,5,8,12,63,76,1
2036,Siswa 2036,68,86,0,8,6,99,82,1
2037,Siswa 2037,58,83,0,8,9,63,72,1
2038,Siswa 2038,85,92,0,2,6,44,69,1
2039,Siswa 2039,89,82,4,5,9,50,96,1
2040,Siswa 2040,43,82,7,6,5,66,82,1
2041,Siswa 2041,88,83,5,4,8,50,83,1
2042,Siswa 2042,61,82,3,7,8,84,53,1
2043,Siswa 2043,47,85,6,3,6,68,76,1
2044,Siswa 2044,43,96,0,3,1,96,67,1
2045,Siswa 2045,69,89,4,4,3,55,55,1
2046,Siswa 2046,99,86,4,0,10,44,79,1
2047,Siswa 2047,58,80,8,3,9,50,68,1
2048,Siswa 2048,95,78,4,4,14,67,40,1
2049,Siswa 2049,47,92,0,1,7,65,84,1
2050,Siswa 2050,82,77,5,6,12,94,99,1
2051,Siswa 2051,43,77,2,6,15,97,51,1
2052,Siswa 2052,83,78,7,7,8,60,47,1
2053,Siswa 2053,76,80,3,2,15,91,84,1
2054,Siswa 2054,88,79,7,7,7,45,75,1
2055,Siswa 2055,46,91,3,6,0,85,81,1
2056,Siswa 2056,56,86,1,6,7,83,50,1
2057,Siswa 2057,84,85,3,3,9,72,77,0
2058,Siswa 2058,84,95,3,0,2,60,86,0
2059,Siswa 2059,44,71,8,7,14,93,40,1
2060,Siswa 2060,55,78,8,6,8,75,45,1
2061,Siswa 2061,97,82,1,4,13,46,45,1
2062,Siswa 2062,89,94,1,0,5,96,58,0
2063,Siswa 2063,42,79,7,6,8,68,60,1
2064,Siswa 2064,86,76,7,4,13,64,63,1
2065,Siswa 2065,41,85,7,0,8,79,48,1
2066,Siswa 2066,41,74,8,5,13,99,50,1
2067,Siswa 2067,74,97,1,2,0,68,49,0
2068,Siswa 2068,79,89,4,1,6,62,74,0
2069,Siswa 2069,75,81,7,4,8,51,63,1
2070,Siswa 2070,56,84,7,0,9,47,67,1
2071,Siswa 2071,45,74,4,7,15,49,75,1
2072,Siswa 2072,94,73,6,8,13,66,80,1
2073,Siswa 2073,89,75,4,6,15,58,42,1
2074,Siswa 2074,73,89,5,1,5,44,42,1
2075,Siswa 2075,46,90,1,5,4,59,97,1
2076,Siswa 2076,75,76,7,7,10,73,88,0
2077,Siswa 2077,96,90,1,7,2,61,61,0
2078,Siswa 2078,46,83,3,7,7,49,43,0
2079,Siswa 2079,56,80,4,7,9,60,90,1
2080,Siswa 2080,60,88,4,5,3,66,53,1
2081,Siswa 2081,80,75,6,8,11,64,80,1
2082,Siswa 2082,91,84,0,4,12,94,69,1
2083,Siswa 2083,40,79,8,1,12,88,60,1
2084,Siswa 2084,81,90,6,2,2,65,85,0
2085,Siswa 2085,93,77,4,6,13,41,55,1
2086,Siswa 2086,78,80,6,6,8,45,57,1
2087,Siswa 2087,43,90,0,3,7,60,45,0
2088,Siswa 2088,88,88,1,5,6,61,71,0
2089,Siswa 2089,45,87,7,6,0,71,66,1
2090,Siswa 2090,67,78,2,7,13,90,72,1
2091,Siswa 2091,71,89,1,1,9,98,97,0
2092,Siswa 2092,53,80,3,4,13,48,50,1
2093,Siswa 2093,61,82,5,3,10,43,82,1
2094,Siswa 2094,51,90,0,7,3,44,44,1
2095,Siswa 2095,55,91,6,1,2,75,62,1
2096,Siswa 2096,74,76,8,3,13,78,46,1
2097,Siswa 2097,88,87,2,7,4,91,90,0
2098,Siswa 2098,65,90,5,1,4,77,99,0
2099,Siswa 2099,88,94,0,6,0,51,64,0
2100,Siswa 2100,63,94,1,4,1,63,95,0
2101,Siswa 2101,67,82,3,8,7,83,70,1
2102,Siswa 2102,59,78,5,6,11,94,48,1
2103,Siswa 2103,70,77,8,4,11,42,67,1
2104,Siswa 2104,58,80,2,5,13,42,64,1
2105,Siswa 2105,41,87,8,1,4,59,100,1
2106,Siswa 2106,91,89,0,6,5,59,86,0
2107,Siswa 2107,69,90,0,6,4,71,90,0
2108,Siswa 2108,72,82,5,5,8,94,72,0
2109,Siswa 2109,79,78,4,6,12,50,58,1
2110,Siswa 2110,40,81,3,8,8,85,61,1
2111,Siswa 2111,48,78,7,7,8,98,64,1
2112,Siswa 2112,55,90,2,0,8,42,65,1
2113,Siswa 2113,97,74,6,5,15,45,90,1
2114,Siswa 2114,99,74,6,5,15,84,59,1
2115,Siswa 2115,90,86,0,5,9,67,52,1
2116,Siswa 2116,71,77,6,6,11,83,56,1
2117,Siswa 2117,80,82,3,4,11,89,79,1
2118,Siswa 2118,83,86,2,4,8,72,47,1
2119,Siswa 2119,61,88,4,4,4,61,57,1
2120,Siswa 2120,85,88,4,8,0,75,58,0
2121,Siswa 2121,92,80,3,7,10,46,82,1
2122,Siswa 2122,62,76,2,7,15,70,75,1
2123,Siswa 2123,96,79,2,8,11,48,83,1
2124,Siswa 2124,40,84,6,4,6,98,56,1
2125,Siswa 2125,85,79,2,4,15,66,76,1
2126,Siswa 2126,69,89,4,4,3,73,98,0
2127,Siswa 2127,80,91,3,0,6,48,69,1
2128,Siswa 2128,81,88,4,1,7,59,89,1
2129,Siswa 2129,96,82,8,0,10,42,51,1
2130,Siswa 2130,60,85,1,8,6,70,40,1
2131,Siswa 2131,41,71,8,8,13,51,43,1
2132,Siswa 2132,42,84,7,1,8,41,72,1
2133,Siswa 2133,57,89,8,2,1,56,65,1
2134,Siswa 2134,63,80,8,4,8,100,77,1
2135,Siswa 2135,61,75,8,4,13,54,82,1
2136,Siswa 2136,52,90,0,5,5,82,92,1
